age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
25,Private,13,Married-civ-spouse,Exec-managerial,White,Male,55,>50K
52,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
20,Private,10,Never-married,Handlers-cleaners,White,Male,40,<=50K
28,Private,10,Never-married,Other-service,White,Female,40,<=50K
50,State-gov,13,Married-civ-spouse,Protective-serv,White,Male,40,>50K
34,Private,11,Divorced,Tech-support,White,Female,64,<=50K
28,Private,4,Married-civ-spouse,Handlers-cleaners,Other,Male,40,<=50K
41,Private,14,Married-civ-spouse,Exec-managerial,White,Male,65,>50K
28,Private,9,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
46,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,25,<=50K
28,?,10,Married-civ-spouse,?,White,Female,40,>50K
32,Private,10,Married-civ-spouse,Exec-managerial,White,Male,50,<=50K
41,Local-gov,10,Divorced,Other-service,Black,Female,24,<=50K
24,Private,9,Never-married,Handlers-cleaners,Black,Female,40,<=50K
33,Private,10,Divorced,Exec-managerial,White,Female,40,<=50K
46,Private,16,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
31,State-gov,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
35,Private,8,Divorced,Craft-repair,White,Male,50,>50K
52,Private,2,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
30,Private,7,Never-married,Other-service,White,Female,19,<=50K
34,Local-gov,7,Separated,Machine-op-inspct,Black,Male,40,<=50K
34,State-gov,9,Divorced,Transport-moving,White,Female,40,<=50K
20,Private,10,Married-civ-spouse,Sales,White,Male,30,<=50K
17,Private,7,Never-married,Handlers-cleaners,White,Male,18,<=50K
32,State-gov,13,Married-civ-spouse,Exec-managerial,White,Female,40,>50K
29,Private,9,Divorced,Farming-fishing,White,Male,40,<=50K
33,Private,6,Never-married,Craft-repair,White,Female,35,<=50K
25,Private,9,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
36,Federal-gov,14,Never-married,Prof-specialty,White,Male,40,<=50K
23,Private,9,Never-married,Handlers-cleaners,White,Male,72,<=50K
63,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
47,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
80,?,9,Widowed,?,White,Male,24,<=50K
17,?,7,Never-married,?,White,Male,40,<=50K
40,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,White,Female,40,<=50K
30,Private,12,Married-civ-spouse,Other-service,White,Female,25,>50K
27,Private,10,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,<=50K
33,Private,14,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
34,Local-gov,9,Never-married,Farming-fishing,Black,Male,60,<=50K
34,Local-gov,10,Never-married,Protective-serv,White,Female,40,<=50K
23,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
42,Local-gov,10,Married-civ-spouse,Adm-clerical,White,Female,40,<=50K
29,Private,13,Never-married,Prof-specialty,White,Male,40,<=50K
45,Private,9,Divorced,Adm-clerical,White,Female,28,<=50K
24,Federal-gov,9,Never-married,Armed-Forces,White,Male,40,<=50K
44,Private,10,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
27,Private,5,Never-married,Craft-repair,White,Male,40,<=50K
20,Private,10,Never-married,Sales,White,Male,35,<=50K
44,Private,9,Widowed,Exec-managerial,Black,Female,40,<=50K
51,Private,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
20,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
17,?,7,Never-married,?,White,Female,5,<=50K
19,Private,9,Never-married,Machine-op-inspct,Black,Female,40,<=50K
45,Self-emp-inc,10,Married-civ-spouse,Craft-repair,White,Male,55,>50K
60,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
42,Private,12,Married-civ-spouse,Exec-managerial,Black,Male,40,>50K
44,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Female,40,>50K
40,Private,11,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,>50K
30,Private,9,Married-civ-spouse,Exec-managerial,White,Female,40,<=50K
38,Private,10,Married-civ-spouse,Transport-moving,Black,Male,50,<=50K
23,Private,9,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
32,?,10,Married-civ-spouse,?,White,Male,40,<=50K
44,Private,12,Never-married,Farming-fishing,White,Male,40,<=50K
54,Local-gov,9,Married-civ-spouse,Transport-moving,Black,Male,40,<=50K
32,Private,13,Married-civ-spouse,Prof-specialty,White,Male,50,<=50K
50,Private,2,Married-spouse-absent,Craft-repair,White,Male,40,<=50K
24,Private,13,Never-married,Tech-support,White,Female,20,<=50K
37,Private,9,Married-civ-spouse,Adm-clerical,White,Female,60,<=50K
52,Private,9,Divorced,Transport-moving,White,Male,40,<=50K
38,Private,10,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
49,Private,14,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
30,Private,13,Married-civ-spouse,Tech-support,White,Female,16,>50K
60,Private,10,Never-married,Prof-specialty,White,Male,40,>50K
22,?,10,Never-married,?,White,Male,40,<=50K
35,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
30,Private,9,Never-married,Transport-moving,White,Male,60,<=50K
67,Private,11,Divorced,Other-service,White,Female,24,<=50K
46,Private,13,Never-married,Craft-repair,White,Female,40,<=50K
17,Private,5,Never-married,Other-service,White,Male,6,<=50K
22,Private,10,Never-married,Handlers-cleaners,White,Male,30,<=50K
27,Private,6,Never-married,Other-service,White,Male,40,<=50K
23,Private,9,Never-married,Other-service,White,Female,35,<=50K
33,Private,12,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
43,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,20,<=50K
28,State-gov,13,Never-married,Prof-specialty,White,Male,20,<=50K
41,Private,9,Married-spouse-absent,Craft-repair,White,Female,40,<=50K
52,?,8,Never-married,?,Black,Male,40,<=50K
25,Private,10,Married-spouse-absent,Adm-clerical,Black,Female,20,<=50K
63,?,2,Married-civ-spouse,?,White,Male,35,<=50K
59,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,45,<=50K
45,Local-gov,13,Divorced,Prof-specialty,White,Female,40,<=50K
38,Private,13,Married-civ-spouse,Sales,White,Male,60,>50K
40,Private,9,Never-married,Other-service,White,Female,35,<=50K
46,Federal-gov,9,Divorced,Adm-clerical,White,Male,40,<=50K
35,Private,12,Never-married,Exec-managerial,White,Female,60,<=50K
34,Private,9,Divorced,Prof-specialty,White,Female,25,<=50K
33,Private,13,Never-married,Craft-repair,White,Male,20,<=50K
41,Private,9,Divorced,Adm-clerical,White,Female,36,<=50K
20,Private,10,Never-married,Machine-op-inspct,White,Male,40,<=50K
23,Private,3,Never-married,Other-service,White,Male,40,<=50K
26,Private,10,Never-married,Prof-specialty,White,Female,35,<=50K
72,?,9,Married-civ-spouse,?,White,Male,20,<=50K
23,Local-gov,9,Never-married,Farming-fishing,White,Male,40,<=50K
62,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
52,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
58,Private,10,Divorced,Other-service,White,Female,42,<=50K
25,Private,13,Never-married,Sales,White,Female,40,<=50K
24,Private,13,Never-married,Exec-managerial,Black,Male,40,<=50K
19,Private,10,Never-married,Protective-serv,White,Male,8,<=50K
43,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
47,Local-gov,9,Separated,Adm-clerical,Black,Female,40,<=50K
39,Private,9,Divorced,Other-service,White,Female,40,<=50K
49,Private,11,Married-spouse-absent,Handlers-cleaners,White,Male,42,<=50K
53,?,3,Widowed,?,Black,Female,30,<=50K
32,Private,11,Never-married,Craft-repair,White,Male,45,<=50K
34,Private,10,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
28,Private,9,Divorced,Craft-repair,White,Male,45,<=50K
57,?,11,Widowed,?,White,Female,38,<=50K
25,Private,10,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,20,<=50K
20,?,10,Never-married,?,White,Male,24,<=50K
21,?,10,Never-married,?,White,Female,35,<=50K
34,Private,13,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
38,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,80,>50K
50,Private,9,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
24,Local-gov,10,Divorced,Handlers-cleaners,Black,Male,50,<=50K
37,Local-gov,10,Married-civ-spouse,Tech-support,White,Male,45,>50K
44,Private,10,Divorced,Machine-op-inspct,White,Male,58,>50K
28,Private,10,Married-civ-spouse,Sales,White,Female,40,<=50K
42,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
74,Private,10,Divorced,Adm-clerical,White,Female,9,<=50K
38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,50,<=50K
44,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
44,Private,7,Divorced,Machine-op-inspct,Other,Female,46,<=50K
26,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
36,Private,9,Married-civ-spouse,Other-service,Black,Male,40,<=50K
41,Private,12,Married-civ-spouse,Exec-managerial,White,Female,50,>50K
67,Private,15,Married-civ-spouse,Prof-specialty,White,Male,48,>50K
39,Local-gov,8,Married-civ-spouse,Tech-support,White,Male,50,<=50K
57,Private,2,Widowed,Priv-house-serv,Black,Female,30,<=50K
29,Private,11,Separated,Craft-repair,White,Male,40,<=50K
31,Self-emp-inc,13,Never-married,Farming-fishing,White,Female,45,<=50K
34,?,9,Never-married,?,Black,Female,40,<=50K
44,Private,10,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
29,Private,16,Never-married,Prof-specialty,White,Male,40,<=50K
30,Private,10,Never-married,Handlers-cleaners,White,Female,40,<=50K
27,Private,9,Never-married,Transport-moving,White,Male,40,<=50K
27,Private,10,Married-civ-spouse,Sales,White,Male,50,<=50K
32,Private,9,Never-married,Handlers-cleaners,White,Female,45,<=50K
58,Private,6,Married-civ-spouse,Other-service,White,Female,8,<=50K
35,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,40,<=50K
21,Private,9,Never-married,Handlers-cleaners,White,Male,36,<=50K
28,Private,10,Never-married,Craft-repair,White,Male,40,<=50K
46,Self-emp-not-inc,10,Divorced,Exec-managerial,White,Male,50,<=50K
36,Self-emp-not-inc,9,Separated,Other-service,White,Female,40,<=50K
72,Private,7,Widowed,Adm-clerical,White,Female,40,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,Black,Female,40,<=50K
33,Federal-gov,11,Divorced,Craft-repair,Black,Female,40,>50K
69,Private,7,Never-married,Machine-op-inspct,White,Female,40,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
31,Private,9,Separated,Adm-clerical,White,Female,20,<=50K
34,Private,9,Married-civ-spouse,Tech-support,White,Female,32,<=50K
30,Private,7,Married-civ-spouse,Other-service,White,Male,40,<=50K
28,Private,13,Never-married,Transport-moving,White,Male,55,<=50K
54,Private,13,Married-civ-spouse,Sales,White,Male,35,>50K
47,Private,10,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
24,Private,9,Never-married,Handlers-cleaners,Black,Female,40,<=50K
52,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
20,Private,9,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,48,<=50K
43,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,White,Male,45,<=50K
45,Private,4,Separated,Other-service,White,Female,40,<=50K
29,Self-emp-not-inc,9,Separated,Craft-repair,White,Male,35,<=50K
47,Private,14,Divorced,Exec-managerial,White,Male,42,<=50K
24,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
51,Private,9,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
17,Private,7,Never-married,Sales,White,Male,12,<=50K
37,Private,11,Married-civ-spouse,Craft-repair,White,Male,40,>50K
27,Private,16,Never-married,Prof-specialty,White,Female,70,<=50K
29,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
18,?,8,Never-married,?,White,Male,25,<=50K
36,Self-emp-not-inc,12,Divorced,Sales,White,Female,35,<=50K
58,Local-gov,13,Never-married,Prof-specialty,White,Female,40,<=50K
26,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
65,?,10,Married-civ-spouse,?,White,Male,30,>50K
57,Private,9,Married-civ-spouse,Sales,White,Male,40,>50K
59,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
27,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
31,Self-emp-not-inc,13,Never-married,Tech-support,White,Male,40,<=50K
21,Private,10,Never-married,Sales,White,Female,24,<=50K
29,Private,10,Never-married,Adm-clerical,White,Male,60,<=50K
18,Private,7,Never-married,Other-service,White,Male,40,<=50K
52,Private,6,Married-civ-spouse,Craft-repair,White,Male,47,>50K
57,Self-emp-inc,13,Divorced,Prof-specialty,White,Male,80,<=50K
42,?,9,Married-civ-spouse,?,White,Male,40,<=50K
55,?,9,Married-civ-spouse,?,Asian-Pac-Islander,Female,40,<=50K
60,Private,4,Never-married,Transport-moving,White,Male,48,>50K
31,Private,13,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
23,Private,13,Never-married,Adm-clerical,White,Female,40,<=50K
27,Private,9,Never-married,Sales,White,Male,40,<=50K
23,?,10,Never-married,?,Amer-Indian-Eskimo,Female,25,<=50K
42,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
25,Private,10,Never-married,Tech-support,White,Male,40,<=50K
49,Private,13,Never-married,Prof-specialty,White,Female,45,<=50K
32,Private,13,Never-married,Tech-support,White,Male,40,<=50K
19,Private,10,Never-married,Adm-clerical,White,Male,28,<=50K
60,Private,4,Divorced,Other-service,White,Female,40,<=50K
42,Local-gov,5,Married-civ-spouse,Other-service,White,Male,40,<=50K
35,Self-emp-not-inc,12,Never-married,Farming-fishing,White,Male,40,<=50K
48,Private,9,Never-married,Adm-clerical,Black,Female,37,<=50K
51,Private,14,Married-civ-spouse,Craft-repair,White,Male,40,>50K
29,Private,9,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
36,Local-gov,9,Separated,Exec-managerial,Black,Male,40,<=50K
17,Private,6,Never-married,Other-service,White,Female,21,<=50K
52,Private,14,Divorced,Prof-specialty,White,Female,60,<=50K
24,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
24,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,50,<=50K
26,Local-gov,13,Never-married,Prof-specialty,White,Male,40,<=50K
27,Private,13,Never-married,Other-service,White,Female,20,<=50K
39,Private,9,Never-married,Handlers-cleaners,White,Male,60,<=50K
30,Private,9,Married-civ-spouse,Transport-moving,Black,Male,45,<=50K
50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,32,<=50K
52,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,55,<=50K
46,Private,15,Married-civ-spouse,Prof-specialty,White,Male,45,>50K
23,Private,13,Never-married,Sales,White,Female,20,<=50K
45,Private,7,Widowed,Other-service,Black,Female,20,<=50K
65,Private,5,Widowed,Priv-house-serv,Black,Female,24,<=50K
29,Private,11,Married-civ-spouse,Transport-moving,White,Male,55,<=50K
47,Private,5,Married-spouse-absent,Handlers-cleaners,White,Male,40,<=50K
30,Private,9,Never-married,Farming-fishing,Black,Male,60,<=50K
34,Private,9,Married-civ-spouse,Sales,White,Male,45,>50K
38,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,64,<=50K
33,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
49,Private,13,Married-civ-spouse,Sales,White,Male,26,>50K
47,Self-emp-not-inc,10,Never-married,Other-service,Black,Female,40,<=50K
49,Local-gov,6,Separated,Other-service,Black,Female,40,<=50K
43,Private,10,Married-civ-spouse,Craft-repair,White,Male,60,>50K
30,Private,13,Married-civ-spouse,Adm-clerical,Black,Female,40,>50K
58,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
19,Private,9,Never-married,Other-service,White,Female,14,<=50K
21,Private,13,Never-married,Handlers-cleaners,White,Male,40,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
47,Self-emp-inc,3,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
52,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
26,Private,9,Divorced,Craft-repair,White,Male,55,<=50K
60,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
21,Private,10,Never-married,Handlers-cleaners,White,Male,40,<=50K
36,Private,10,Married-civ-spouse,Sales,White,Male,50,>50K
31,Private,10,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
50,Self-emp-inc,16,Separated,Prof-specialty,White,Male,40,>50K
31,Local-gov,9,Divorced,Adm-clerical,White,Female,40,<=50K
71,Private,9,Married-civ-spouse,Craft-repair,White,Male,15,<=50K
58,?,9,Married-civ-spouse,?,White,Male,50,<=50K
30,State-gov,13,Married-civ-spouse,Tech-support,White,Male,40,>50K
20,Private,10,Never-married,Other-service,White,Male,20,<=50K
24,Private,9,Never-married,Exec-managerial,White,Male,50,<=50K
35,Private,16,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
38,State-gov,10,Separated,Exec-managerial,White,Female,45,<=50K
27,Private,9,Never-married,Machine-op-inspct,White,Female,32,<=50K
29,State-gov,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
70,?,5,Widowed,?,White,Female,15,<=50K
34,Private,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
44,Private,4,Married-civ-spouse,Craft-repair,White,Male,35,<=50K
43,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
44,Self-emp-not-inc,8,Married-civ-spouse,Handlers-cleaners,Black,Male,40,>50K
35,Private,14,Never-married,Sales,White,Male,60,<=50K
27,Private,10,Never-married,Prof-specialty,White,Male,40,<=50K
43,Local-gov,14,Never-married,Prof-specialty,White,Male,38,<=50K
20,Private,10,Never-married,Sales,White,Female,25,<=50K
42,Private,12,Divorced,Prof-specialty,White,Female,40,>50K
27,State-gov,10,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
42,Private,9,Married-civ-spouse,Craft-repair,Black,Male,40,>50K
20,?,7,Married-spouse-absent,?,Asian-Pac-Islander,Female,40,<=50K
24,Private,5,Never-married,Machine-op-inspct,White,Male,40,<=50K
48,Federal-gov,10,Divorced,Exec-managerial,White,Male,40,<=50K
17,?,7,Never-married,?,White,Female,20,<=50K
17,Self-emp-not-inc,7,Never-married,Farming-fishing,White,Male,10,<=50K
33,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
50,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,50,>50K
22,Private,9,Never-married,Sales,White,Female,40,<=50K
17,Private,8,Never-married,Other-service,White,Male,16,<=50K
32,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
31,Private,9,Never-married,Craft-repair,White,Male,45,<=50K
58,Self-emp-not-inc,9,Widowed,Exec-managerial,White,Male,50,<=50K
29,Local-gov,9,Never-married,Protective-serv,White,Male,48,<=50K
37,Private,11,Married-civ-spouse,Craft-repair,White,Male,40,>50K
34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
23,Local-gov,10,Separated,Exec-managerial,Black,Male,40,<=50K
18,State-gov,7,Never-married,Adm-clerical,White,Female,5,<=50K
34,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
66,?,4,Never-married,?,White,Male,4,<=50K
45,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,55,<=50K
41,Private,14,Never-married,Exec-managerial,White,Male,35,<=50K
26,Private,9,Never-married,Other-service,White,Male,30,<=50K
54,Local-gov,10,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
24,Private,10,Never-married,Machine-op-inspct,Black,Female,45,<=50K
42,Private,10,Married-civ-spouse,Prof-specialty,White,Male,50,<=50K
20,Private,10,Never-married,Prof-specialty,White,Male,20,<=50K
23,State-gov,13,Never-married,Tech-support,White,Female,20,<=50K
25,?,12,Never-married,?,White,Male,45,<=50K
35,Private,14,Never-married,Prof-specialty,White,Male,60,>50K
31,Private,14,Married-civ-spouse,Tech-support,White,Male,40,>50K
30,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
19,Private,9,Never-married,Sales,White,Female,20,<=50K
36,Local-gov,13,Never-married,Prof-specialty,White,Male,50,<=50K
31,Private,13,Widowed,Sales,White,Female,40,<=50K
21,Private,10,Never-married,Handlers-cleaners,White,Male,30,<=50K
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
